,text,grade,date
133,"Croisons les doigts
La personne que j'ai eu est accueillante et compétente , ce qui à conforté mon choix de souscrire chez totalenergies. Pourvu que ça dure .
Date de l'expérience: 01 décembre 2022",5,9 déc. 2022
134,"Le service rendu est excellent et je…
Le service rendu est excellent et je trouve que mes factures on considérablement baisser par rapport a EDF qui me massacrai
Date de l'expérience: 19 décembre 2022",5,19 déc. 2022
135,"BREAKE NEWS !!! LUDOVIC a été débranché !
BREAKE NEWS !!! LUDOVIC a été débranché !

Pauvre Ludo, conseiller robot qui ne peut plus faire les mêmes répliques, mêmes répliques, mêmes répliques, …

Remplacé par STEPHANIE, « Conseillère » experte en solutions efficaces qui invitent les clients :
- à bien relire leur contrat (parce que le vrai problème vient de leur absence de compréhension),
- ou à se rapprocher directement du Service Client pour trouver une solution à votre problématique.

Ben oui, bande de nuls ! Vous n’avez pas pensé à vous rapprocher du service Client !

Hé ben si, ma pauvre Stéphanie… 3 fois … pour s’entendre lire le même argumentaire téléphonique qui ignore votre question et vous envoie balader sur une ton hautain.

Lorsque j’ai écrit précédemment « Rien que devant ce message, considérez que TOTALENERGIES vous prend pour des quiches ! »

Dialogue de sourds…

Je profite des ces lignes pour m’interroger.

Sur les avis des personnes soudainement super contentes de Total Energie et qui en font même la publicité … trolls ou cas de masochisme ?
Il suffit de lire la presse sur l'actualité de Total Energies.

Sur les avis des personnes qui donnent des étoiles et qui se plaignent dans leurs commentaires ????
Cela serait risible si la moyenne des étoiles ne s’en trouvait pas modifiée.

Dernière chose :
Bonne journée Stéphanie !
Bonne journée Stéphanie !

Oui… 2 fois comme dans son message … ça doit être un usage interne à la société…
Date de l'expérience: 09 janvier 2023",1,10 janv. 2023
136,"Sactisfaction globale correcte
Sactisfaction globale correcte. Le suivi mensuel de conso est utile, même si parfois un peu déroutant de voir les chiffres d'un mois sur l'autre bondir sans explications...
Date de l'expérience: 08 novembre 2022",4,8 nov. 2022
137,"Très bon fournisseur d'énergie
Nous sommes au tout électrique et j'avoue que depuis que notre fournisseur est TotalEnergies nous apprécions de faire des économies par rapport au fournisseur historique.
Date de l'expérience: 09 novembre 2022",5,9 nov. 2022
138,"Mal fournisseur.
Mal fournisseur.. je conseille que jamais perdre contra de total energy fournisseur charge beaucoup après fin de année 😡😡😡😡😡😡😡😡 mal experience
Date de l'expérience: 24 novembre 2022",1,24 nov. 2022
139,"Aucune expérience
Aucune expérience, juste la nostalgie d’avoir passé 40 année de vie professionnelle dans un environnement exceptionnel. Elf d’abord, puis Total ensuite.
Date de l'expérience: 23 novembre 2022",5,23 nov. 2022
140,"code parain 104420856
Bonjour,

Je suis complètement satisfait du service total énergie.
Voici mon code parain si vous voulez profiter de 20 € sur votre première facture.

104420856

Bonne souscription.
Date de l'expérience: 24 octobre 2022",5,24 oct. 2022
141,"pour moi excellent service
pour moi excellent service, toujours bien informé, et conseillé
Date de l'expérience: 02 janvier 2023",4,14 janv. 2023
142,"Souscription de contrat par téléphone.Demande de souscription facile et…
Demande de souscription facile et pédagogique.
Date de l'expérience: 18 janvier 2023",5,19 janv. 2023
143,"Service client déplorable
Cliente chez total énergie depuis près de deux ans pour ses tarifs qui restent concurrentiels, je vais toutefois changer de fournisseur à cause de leur service client et du manque de transparence dans le suivi des contrats. En effet, je me suis aperçue que Total énergie continuait de me prélever l'abonnement et les frais pour un contrat sans aucune consommation dont j'avais demandé la clôture il y a un an. La réponse du service client a été qu'ils n'avaient pas trace de notre demande de clôture et qu'il n'y aurait aucun remboursement. Ils ont pourtant bien noté l'ouverture d'un autre compte pour la même adresse qui avait été demandé en même temps et qui génère une autre facturation. Dans tous les cas, ils ont un devoir d'information auprès d'un client qui paie un abonnement pour un compte qui affiche zéro consommation depuis plusieurs mois. Bien entendu aucun remboursement ou geste commercial n'a été proposé. Je vais donc saisir le médiateur de l'énergie et changer d'opérateur.
Date de l'expérience: 22 novembre 2022",1,1 déc. 2022
144,"Problème carte de fidélité
Bonjour,
Titulaire d'un contrat chez TE depuis quelques années, j'ai effectué mon déménagement en septembre 2022 à Viry-Châtillon.
Les agents m'ont même proposé la carte de fidélité avec un crédit de 40€ mais que je n'ai toujours pas vu la couleur. Par contre on me ballade de service en service, on me demande de contacter le service Club, chose que j'ai fait il y a environ 2/3 semaines et ne trouve rien et me redemande de revenir vers vous. Par la suite j'ai échangé avec une personne qui devait me recontacter mais aucune nouvelles. Aujourd'hui je recontacte le service client, on me confirme que je suis bien éligible à la carte de fidélité avec les 40€ de crédit et on me demande de recontacter le service Club !
C'est agréable d'être une grande société mais à la fois dommage d'avoir plusieurs services ne sachant pas communiquer, laisser aucuns commentaires sur le dossier client !
Vous vous amusez seulement à nous balader.
Très déçu d'être chez vous ! Vous faites uniquement des promesses.
Pour qui prenez-vous le client ?
Date de l'expérience: 07 décembre 2022",1,7 déc. 2022
145,"Pour le moment aucun soucis
Pour le moment aucun soucis , à part avec l'application de temps en temps
Date de l'expérience: 08 janvier 2023",5,8 janv. 2023
146,"Tout est bien clair
Tout est bien clair, l'application, internet...ce qui permet un meilleurs suivie.
Date de l'expérience: 04 janvier 2023",4,4 janv. 2023
147,"Très bon accueil toutes les personnes…
Très bon accueil toutes les personnes de Total énergie sont très compétents et très professionnel tout est traité très vite je recommande fortement
Date de l'expérience: 17 novembre 2022",5,19 nov. 2022
148,"Arnaqué de 2700€ (en deux mois) : fuyez !
En septembre, je suis prélevé de 260€ pour un mois d'électricité (au lieu de 30€ habituellement - pour un 40m2). J'envoie mon premier courrier le 23 septembre.

Réponse du service client :
""De ce fait, je vous invite à patienter. Le prélèvement de 260 € sera déduit de votre facture de solde d'électricité prévue pour le 4 août 2023.""

Vous avez bien lu. Le remboursement aura donc lieu dans... 1 an.

Soit! Je prendrai mon mal en patience...

Le 24 octobre, je suis prélevé de 2 506,07€. Vous avez bien lu, plus de 2 500€ !!

Je contacte immédiatement le service client qui ne peut ""rien faire fasse à cette erreur"". Ils me suggèrent de faire opposition, ce que je fais.

Et depuis, plus aucune nouvelle, malgré mes relances. On me renvoie de service en service, me demandant au total 3 fois une photo de ma relève.

Je ne suis visiblement pas le seul à être victime de TotalEnergies.

Un conseil : fuyez.

Si vous êtes déjà victime : conservez bien tous les documents (privilégiez les traces écrites) pour saisir un juge de proximité.
Date de l'expérience: 02 décembre 2022",1,4 déc. 2022
149,"CE SONT DES VOLEURS
Ce sont des voleurs, ils vous proposent un contrat énergie verte à prix fixe 50 EUROS pendant un an. J'ai souscrit ce contrat en octobre 2021 pour mon appart de 40m2. Jusqu'en janvier, il prélevait 50 euros, en février ils sont passés à 68 EUROS et en avril ils m'annoncent que c'est maintenant 106 euros. À partir de là, j'ai résilié mon contrat, ils disent que je dois 400 EUROS DE régule alors que j'ai résilié mon contrat en avril quand ils ont annoncé le prélèvement de 106 euros. On ne peut pas proposer un contrat d'énergie verte à prix fixe pour l'augmenter selon leur moyen. Dieu merci j'ai bloqué tout leur prélèvement et je ne compte pas payer leurs 400 EUROS ; ayez toujours le réflexe de telecharger votre contrat, votre consommation et vos factures ou il est mentionné le contrat. Parce qu'une fois en conflit avec eux, ils enlèvent votre contrat de votre espace client pour que vous ne puissez pas les confronter devant la justice.
Date de l'expérience: 17 novembre 2022",1,17 nov. 2022
150,"satisfaction de mon abonnement
je suis satisfaite de mon abonnement, de mon contrat, des services en lien avec le contrôle de la consommation, le service clientèle est très facilement joignable
Date de l'expérience: 28 octobre 2022",5,28 oct. 2022
151,"Échange téléphonique
Contact très sympa avec le conseiller
Date de l'expérience: 20 janvier 2023",5,22 janv. 2023
152,"Excellent suivi à distance
Excellent suivi à distance. Pas de mauvaise surprise sur ma consommation d'énergie.
Date de l'expérience: 02 janvier 2023",5,2 janv. 2023
153,"Totale energie se sert dans votre compte
Réponse de la réponse : si vous le dîtes.

Totale me prélève sans prevenir, des sommes de recallages qui n'apparaissent nulle part avant le prélèvement.

Des e-factures fantomes n'existent pas (capture d'ecran sur demande dispo)

En fait Total joue sur le décallage des infos en permanence, et vous ne disposez jamais de la véritable information pour prendre une décision et/ou réagir.

En bref si vous ne vérifiez pas en permanence ce qu'il se passe, il se servent littéralement.
Et ensuite c'est à vous de passer un temps fou à les recontacter pour tenter de rétablir des chiffres réalistes de prélèv. car leur interface ne fonctionne évidement pas (ou renvoi des infos incohérentes)

etc ... total energie une galère de chaque instant qui finit par trouver une issu si vous trouvez la force et la patience de jouer au plus idiot avec eux... mais si vous laissez courir c'est votre compe qui est pillié
Date de l'expérience: 25 octobre 2022",2,Actualisé le 27 oct. 2022
154,"6 mois pour une résiliation
6 mois pour une résiliation et j'attends depuis des mois pour avoir mon remboursement.

Un service plus que médiocre pour une compagnie de cette taille...
Date de l'expérience: 24 octobre 2022",1,24 oct. 2022
155,"Voleur
Voleur, ne surtout pas enrichir ce genre d'entreprise qui détruit le monde !
Date de l'expérience: 03 janvier 2023",1,3 janv. 2023
156,"Explications claires
Explications claires, mais TRÈS mauvaise qualité de le communication, obligé de faire répéter mon interlocuteur, c'est pénible.
Date de l'expérience: 21 novembre 2022",4,23 nov. 2022
157,"Fuyez !!!
Fuyez !!!
Service client nul !!!
Ils prélèvent davantage que la consommation et j’attend toujours qu’ils me remboursent.
Ils sont bon qu’à prélever
Date de l'expérience: 27 octobre 2022",1,27 oct. 2022
158,"Bon tarif
Bon tarif, installation du système domotique Wiser offerte et super qualité. Application fonctionne bien.
Date de l'expérience: 13 décembre 2022",5,13 déc. 2022
159,"Je suis satisfaite
Je suis satisfaite, très bien
Date de l'expérience: 23 janvier 2023",5,23 janv. 2023
160,"Par tchat le service est clairement…
Par tchat le service est clairement catastrophique !!!!
Date de l'expérience: 29 décembre 2022",1,12 janv. 2023
161,"Des voleurs des voleurs tout simplement…
Des voleurs des voleurs tout simplement mes paiements sont à jours et me règlement une facture impayés honte à vous
Date de l'expérience: 29 novembre 2022",1,29 nov. 2022
162,"Full marketing pour se remplir les poches au détriment d'EDF
Bonjour,
Il y a cela plusieurs mois, j'ai été contacté par téléphone (Démarchage téléphonique) pour me proposer une offre, avec, vous savez les -2€ sur le MWh blabla (un truc du genre),
Elle me proposa un rabais de 30% sur ma facture par rapport à EDF, une aubaine pendant ces temps chère et pour un étudiant.
N'hésitant pas à mentir, tant qu'elle ramène un nouveau client!
J'ai quand même souscrit (pour raison d'argent) mais quelques mois plus tard je voulais déjà retourner chez EDF, et j'ai bien fais.
TotalEnergie pour résumer, c'est ne pas hésiter à mentir lors des appels, pour arracher les client à EDF, pour qu'une fois une flambée des prix des Énergies, exploser les factures pour refourguer leurs clients qui ne veulent (ou peuvent) pas payer, à EDF, revendant ainsi leurs surplus d'électricité au prix du marché se faisant donc des lingots d'or de bénefs.
Une société qui pense qu'au bénef au détriment de ses clients.
A inscrire sur liste noir personnelle.
Date de l'expérience: 11 mai 2022",1,22 oct. 2022
163,"Très bon fournisseur d'énergie
Très bon fournisseur d'énergie.
Souscription facile, prix intéressant
Bénéficiez de 20 euros avec le code parrainage:
112922374
Date de l'expérience: 10 novembre 2022",5,10 nov. 2022
164,"Des escrocs !
Attention ce sont des escrocs, j’ai résilier mon contrat en octobre 2022, un montant de 176 € devrait être crédité sur mon compte, en ma faveur, sauf qu’en début novembre j’ai reçu seulement 166 €, donc dix euros en moins.
J’ai contacté immédiatement direct énergie pour leur signaler, on me répond qu’un virement de dix euros avait été effectué (pourquoi faire deux virements ?), sauf qu’aujourd’hui, nous sommes le 20 novembre et je n’ai toujours rien reçu, je comprends que ça peut prendre quelques jours pour arriver sur mon compte bancaire, mais pas trois semaines.
Bref c’est à fuir

MAJ du 15/12/22
Après avoir contacté direct énergie pour leur signaler, DE me demande une copie de mon relevé bancaire pour voir que je n’ai pas reçu la somme de dix euros, et malgré la preuve incontestable que je n’ai pas reçu les dix euros manquants, DE maintiennent que le transfert a était effectué donc mon argent je l’aurais jamais… probablement perdu en cours de route…
Bref je confirme c’est que des voleurs et des escrocs, mieux vaut ne pas avoir des problèmes avec eux car sinon vous êtes toujours les perdent..
Date de l'expérience: 19 novembre 2022",1,Actualisé le 15 déc. 2022
165,"LE TOP RELATION
DEPUIS QUE J'AI QUITTE ENGIE POUR TOTALENERGIE JE N'AI QU'A M'EN LOUER CAR LA RELATION CLIENTELE EST BIEN MEILLEURE !!!
Date de l'expérience: 01 juin 2022",5,8 nov. 2022
166,"Achat pellets mauvaise qualité
MAJ :Merci pour votre réponse et de l'admettre, mais vous n'allez rien faire ?? 820€ de pellets qui partiront 2 fois plus vite... Quelle honte !! C'est la 3e année que j'achète des pellets car ils sont de très bonnes qualités comparés à la concurrence.
J'ai recu palettes en Mai, mais cette année la couleur de ceux ci était très foncés. On m'a rassuré en m'expliquant qu'il n'y avait aucune différence avec les précédents. Depuis 1 mois, nous avons remis le poêle en route.
Il me reste encore plusieurs sacs de l'an dernier et depuis qq jours je commence à alterner avec les nouveaux.
Et la catastrophe... Lorsqu' un sac de l'an dernier me dure 2j sur une température intérieure et extérieur identique, les nouveaux ne me dure que 24h.
Je suis assez en colère, car ceux ci m'ont qd même coûté 200€ de plus que l'an dernier.
Je ne demande pas de recevoir 2 palettes offertes, simplement d'échanger ceux qu'on a reçu contre 2 nouvelles de meilleures qualités.
Si vous ne me croyez pas, je peux filmer 48h non stop, l'accelerer et vous l'envoyer.
Car oui je n'ai pas que ça à faire de me plaindre pour une couleur de pellets, mais bien un soucis de qualité.
J'ai déjà envoyé un mail sur votre site sans réponse.
En espérant une réponse ici merci
Date de l'expérience: 30 novembre 2022",1,Actualisé le 1 déc. 2022
167,"Le site est intuitif
Le site est intuitif, facile et nous avons de bons interlocuteurs professionnels.
Date de l'expérience: 27 octobre 2022",5,17 déc. 2022
168,"Parfait
Lors de ma souscription, le conseiller a été parfaitement clair et vraiment très professionnel.
Date de l'expérience: 28 novembre 2022",5,29 nov. 2022
169,"TRES BON SUIVI DES DEPENSES
TRES BON SUIVI DES DEPENSES; eXCELLENT RAPPORT CLIENTELE
Date de l'expérience: 30 décembre 2022",5,3 janv. 2023
170,"je recommande( 20€ pour chaque…
je recommande( 20€ pour chaque parrainages) j'en ai beneficié plusieurs fois cela fonction.
Date de l'expérience: 21 février 2022",5,21 nov. 2022
171,"Je suis chez Total Energies et très…
Je suis chez Total Energies et très contente aucun problème, très sérieux et attentif, je recommande
Date de l'expérience: 02 novembre 2022",5,2 nov. 2022
172,"Arnaque
Arnaque, je viens de résilier …
A éviter
Récupération de clients plus que douteuse
Date de l'expérience: 18 novembre 2022",1,18 nov. 2022
173,"BON SERVICE
RIEN A SIGNALER SERVICE INTERNET BIEN
Date de l'expérience: 07 janvier 2023",5,7 janv. 2023
174,"Excellent service
Excellent service, content d être passé d EDF à TOTALENERGIES. Service rendu excellent
Date de l'expérience: 27 octobre 2022",5,27 oct. 2022
175,"Fiabilité des données
Date de l'expérience: 15 janvier 2023",5,15 janv. 2023
176,"Service sérieux
Service sérieux. Interlocuteurs pro.
Date de l'expérience: 01 janvier 2023",5,1 janv. 2023
177,"super rien à redire
super rien à redire. tout marche bien

pas cher
Date de l'expérience: 27 septembre 2022",5,13 déc. 2022
178,"Très satisfait je recommande mon…
Très satisfait je recommande mon expérience à d autres clients
Date de l'expérience: 09 novembre 2022",5,9 nov. 2022
179,"Site clair
Site clair, bonne communication
Date de l'expérience: 30 décembre 2022",5,30 déc. 2022
180,"Du sérieux
Du sérieux, de la réactivité et des conseils pertinents
Date de l'expérience: 20 octobre 2022",5,13 nov. 2022
181,"Très bien et permet de faire quelques économies...
Ca fait maintenant plus d'1an et demi que j'y suis et tout se passe très bien, j'étais chez EDF tarif heures creuses/ heures pleines, et là je suis passé chez Total direct énergie.

J'ai fait la demande pour passer en tarif de base, ça à pris 11 jours pour y passer .

J'ai pris le forfait online donc j'ai une réduction de 5 euros HT sur chaque MWh par rapport à EDF. Après tout ce qui est abonnement et taxe est pareil.

Dans mon cas je consomme 8000 kWh par an soit 8mWh donc 40 euros HT d'économie.

Beaucoup de personnes se demandent comment ça se passe en cas de coupure ou de problème sur la ligne car par habitude, on croit par erreur que c'est EDF qui s'occupent de ça.
Mais que vous soyez chez EDF ou Total Energies, c'est exactement la même chose, c'est la société Enedis filiale d'EDF qui se déplacent pour réparer le problème et ils travaillent exactement pareil que vous soyez chez tel ou tel fournisseur.
EDF est un fournisseur d'électricité au même titre que Total Energies et Enedis est le gestionnaire de réseau.

En point faible, s'il faut en trouver un, c'est peut être l'appli mobile qui est meilleure chez EDF, mais mise à part il n'y a que des avantages à passer chez Total Energies.

Concernant les hausses prévus pour ce début d'année 2023, que vous soyez chez EDF ou Total est pareil au niveau de l'augmentation, vous ne payerez pas le double ou plus comme chez certains fournisseurs.
Comme les prix chez Total sont indexés sur ceux d'EDF, vous payerez 15% en plus comme chez EDF.

Avec les prix qui deviennent complétement dingue au niveau de l'électricité, une petite de réduction est toujours le bienvenu...

Code parrainage 110511024 pour être gagnant tous les deux ;)
Date de l'expérience: 24 octobre 2022",5,24 oct. 2022
182,"600€ prélevés en trop depuis des mois, procédure de remboursement de plus en plus compliquée au fil de mes réclamations
Je quitte mon logement fin 2021 mais je reste propriétaire du bien immobilier.
C'est alors le début de mon échéancier d'électricité.
Je contacte un conseiller afin de réduire le montant de mes mensualités puisque je n'occupe plus le logement (je veux garder le contrat pour vider et nettoyer ma maison). Il me répond que ce n'est pas possible et que je serai remboursé à la fin de l'échéancier. A l'issue de celui-ci je suis à nouveau prélevé de 53€, ma consommation se basant soi-disant sur un relevé physique de Enedis. En regardant de plus près ma facture, il apparaît que les relevés du 31/01/22, 01/03/22, 03/07/22 sont tous supérieurs à mon relevé de Septembre 2022. Ils correspondent en réalité à des estimations de consommation. Je suis facturé avec l'information malhonnête et frauduleuse que des relevés sont effectués à mon point de livraison.
En septembre 2022, ma maison est vendue et je clôture mon contrat. Je déménage à 120km. Je contacte le service client totalenergies pour faire une réclamation, informant le fait que j'ai vérifié les compteurs heures pleines et heures creuses, et les ai photographié. Le conseiller me dit que totalenergies ne peut pas faire de réclamation à Enedis car je n'ai pas photographié de journal avec la date auprès de mon compteur.
Le 26/10/2022 je retourne auprès de mon compteur (heureusement que les nouveaux propriétaires n'ont pas consommé d'électricité), j'achète un journal (que je ne lirai pas) et je prends la photo du compteur HP. J'envoie cette photo à l'adresse suivi.technique prévue à cet effet. On m'informe alors que la photo heures creuses est manquante donc que Totalenergies ""ne peux porter réclamation auprès du Gestionnaire de Réseau et de Distribution car il refusera de corriger votre index sur la base d'éléments non probants"".
Je dois retourner sur place en espérant que les nouveaux propriétaires n'aient toujours pas fait avancer la consommation.
Les détails demandés auront engendré 480km parcourus en voiture, acheté 2 journaux pour rien, m'auront fait perdre 2 demi-journées de temps, uniquement car des estimations Enedis ont été marquées à tort ""relevé par Enedis"" sur ma facture. Totalenergies peut ainsi faire fructifier du capital (plus de 600€) obtenu frauduleusement auprès d'un particulier.
Date de l'expérience: 23 décembre 2022",1,23 déc. 2022
183,"je suis très content
Date de l'expérience: 03 janvier 2023",5,3 janv. 2023
184,"Efficace
Pas d'attente au téléphone, réponse rapide et efficace
Date de l'expérience: 20 octobre 2022",5,25 oct. 2022
185,"Aucun souci à mentionner
Aucun souci à mentionner. Site bien fait
Date de l'expérience: 01 décembre 2022",5,1 déc. 2022
186,"Je suis satisfait des services fournis
Je suis satisfait des services fournis. Je recommande
Date de l'expérience: 27 octobre 2022",5,27 oct. 2022
187,"Traintement rapide d'une anomalie sur…
Traintement rapide d'une anomalie sur mon dossier
Date de l'expérience: 08 novembre 2022",5,9 nov. 2022
188,"20€ de remise avec mon code parrainage
20€ de remise avec mon code parrainage
113201150
Date de l'expérience: 01 novembre 2022",5,1 nov. 2022
189,"Je vous conseille il sont rapide et…
Je vous conseille il sont rapide et efficace
Date de l'expérience: 13 octobre 2022",5,3 nov. 2022
190,"L énergie et le gaz a facturation…
L énergie et le gaz a facturation modérée.
Date de l'expérience: 09 novembre 2022",5,9 nov. 2022
191,"Tout est parfait
Date de l'expérience: 31 décembre 2022",5,31 déc. 2022
192,"Pas d'embêtements
Pas d'embêtements, tout est clair.
Date de l'expérience: 24 novembre 2022",5,24 nov. 2022
193,"Un peu cher mais efficace
Date de l'expérience: 11 décembre 2022",3,11 déc. 2022
194,"Très bon tarif et interface lisible
Date de l'expérience: 02 novembre 2022",5,14 nov. 2022
195,"Rapide efficace et clair
Date de l'expérience: 08 novembre 2022",5,11 nov. 2022
196,"souscription total energie
explicite et donc parfait
Date de l'expérience: 04 novembre 2022",5,6 nov. 2022
197,"Bien cordialement
Date de l'expérience: 24 octobre 2022",5,24 oct. 2022
198,"aucun probleme
Date de l'expérience: 28 octobre 2022",5,28 oct. 2022
199,"Aucun problème
Date de l'expérience: 26 octobre 2022",4,26 oct. 2022
